Valår,Kod,Kommun,Styre,M,C,L,KD,S,V,MP,SD,ÖP
2007,1760,Storfors,V,,,,,S,V,,,
2008,1760,Storfors,V,,,,,S,V,,,
2009,1760,Storfors,V,,,,,S,V,,,
2006,1761,Hammarö,V,,,,,S,V,MP,,
2007,1761,Hammarö,V,,,,,S,V,MP,,
2008,1761,Hammarö,V,,,,,S,V,MP,,
2009,1761,Hammarö,V,,,,,S,V,MP,,
2006,1762,Munkfors,V,,,,,S,V,,,
2007,1762,Munkfors,V,,,,,S,V,,,
2008,1762,Munkfors,V,,,,,S,V,,,
2009,1762,Munkfors,V,,,,,S,V,,,
2006,1763,Forshaga,V,,,,,S,,,,
2007,1763,Forshaga,V,,,,,S,,,,
2008,1763,Forshaga,V,,,,,S,,,,
2009,1763,Forshaga,V,,,,,S,,,,
2006,1764,Grums,V,,,,,S,,,,
2007,1764,Grums,V,,,,,S,,,,
2008,1764,Grums,V,,,,,S,,,,
2009,1764,Grums,V,,,,,S,,,,
2006,1765,Årjäng,A,M,C,L,KD,,,,,
2007,1765,Årjäng,A,M,C,L,KD,,,,,
2008,1765,Årjäng,A,M,C,L,KD,,,,,
2009,1765,Årjäng,A,M,C,L,KD,,,,,
2006,1766,Sunne,A,M,C,L,KD,,,,,
2007,1766,Sunne,A,M,C,L,KD,,,,,
2008,1766,Sunne,A,M,C,L,KD,,,,,
2009,1766,Sunne,A,M,C,L,KD,,,,,
2006,1780,Karlstad,V,,,,,S,V,MP,,
2007,1780,Karlstad,V,,,,,S,V,MP,,
2008,1780,Karlstad,V,,,,,S,V,MP,,
2009,1780,Karlstad,V,,,,,S,V,MP,,
2006,1781,Kristinehamn,A,M,C,L,KD,,,,,ÖP
2007,1781,Kristinehamn,A,M,C,L,KD,,,,,ÖP
2008,1781,Kristinehamn,A,M,C,L,KD,,,,,ÖP
2009,1781,Kristinehamn,A,M,C,L,KD,,,,,ÖP
2006,1782,Filipstad,V,,,,,S,,,,
2007,1782,Filipstad,V,,,,,S,,,,
2008,1782,Filipstad,V,,,,,S,,,,
2009,1782,Filipstad,V,,,,,S,,,,
2006,1783,Hagfors,V,,,,,S,,,,
2007,1783,Hagfors,V,,,,,S,,,,
2008,1783,Hagfors,V,,,,,S,,,,
2009,1783,Hagfors,V,,,,,S,,,,
2006,1784,Arvika,V,,,,,S,V,MP,,
2007,1784,Arvika,V,,,,,S,V,MP,,
2008,1784,Arvika,V,,,,,S,V,MP,,
2009,1784,Arvika,V,,,,,S,V,MP,,
2006,1785,Säffle,A,M,C,L,KD,,,,,
2007,1785,Säffle,A,M,C,L,KD,,,,,
2008,1785,Säffle,A,M,C,L,KD,,,,,
2009,1785,Säffle,A,M,C,L,KD,,,,,
2006,1814,Lekeberg,A,M,C,L,KD,,,,,
2007,1814,Lekeberg,A,M,C,L,KD,,,,,
2008,1814,Lekeberg,A,M,C,L,KD,,,,,
2009,1814,Lekeberg,A,M,C,L,KD,,,,,
2006,1860,Laxå,V,,,,,S,V,,,
2007,1860,Laxå,V,,,,,S,V,,,
2008,1860,Laxå,V,,,,,S,V,,,
2009,1860,Laxå,V,,,,,S,V,,,
2006,1861,Hallsberg,V,,,,,S,,,,
2007,1861,Hallsberg,V,,,,,S,,,,
2008,1861,Hallsberg,V,,,,,S,,,,
2009,1861,Hallsberg,V,,,,,S,,,,
2006,1862,Degerfors,BL,M,C,L,KD,S,,,,
2007,1862,Degerfors,BL,M,C,L,KD,S,,,,
2008,1862,Degerfors,BL,M,C,L,KD,S,,,,
2009,1862,Degerfors,BL,M,C,L,KD,S,,,,
2006,1863,Hällefors,V,,,,,S,,,,
2007,1863,Hällefors,V,,,,,S,,,,
2008,1863,Hällefors,V,,,,,S,,,,
2009,1863,Hällefors,V,,,,,S,,,,
2006,1864,Ljusnarsberg,V,,,,,S,V,,,
2007,1864,Ljusnarsberg,V,,,,,S,V,,,
2008,1864,Ljusnarsberg,V,,,,,S,V,,,
2009,1864,Ljusnarsberg,V,,,,,S,V,,,
2006,1880,Örebro,A,M,C,L,KD,,,MP,,
2007,1880,Örebro,A,M,C,L,KD,,,MP,,
2008,1880,Örebro,A,M,C,L,KD,,,MP,,
2009,1880,Örebro,A,M,C,L,KD,,,MP,,
2006,1881,Kumla,V,,,,,S,,,,
2007,1881,Kumla,V,,,,,S,,,,
2008,1881,Kumla,V,,,,,S,,,,
2009,1881,Kumla,V,,,,,S,,,,
2006,1882,Askersund,BL,,C,,,S,,,,
2007,1882,Askersund,BL,,C,,,S,,,,
2008,1882,Askersund,BL,,C,,,S,,,,
2009,1882,Askersund,BL,,C,,,S,,,,
2006,1883,Karlskoga,V,,,,,S,,,,
2007,1883,Karlskoga,V,,,,,S,,,,
2008,1883,Karlskoga,V,,,,,S,,,,
2009,1883,Karlskoga,V,,,,,S,,,,
2006,1884,Nora,V,,,,,S,V,,,
2007,1884,Nora,V,,,,,S,V,,,
2008,1884,Nora,V,,,,,S,V,,,
2009,1884,Nora,V,,,,,S,V,,,
2006,1885,Lindesberg,BL,M,C,L,KD,,V,,,
2007,1885,Lindesberg,BL,M,C,L,KD,,V,,,
2008,1885,Lindesberg,BL,M,C,L,KD,,V,,,
2009,1885,Lindesberg,BL,M,C,L,KD,,V,,,
2006,1904,Skinnskatteberg,A,M,C,L,KD,,,,,ÖP
2007,1904,Skinnskatteberg,A,M,C,L,KD,,,,,ÖP
2008,1904,Skinnskatteberg,A,M,C,L,KD,,,,,ÖP
2009,1904,Skinnskatteberg,A,M,C,L,KD,,,,,ÖP
2006,1907,Surahammar,V,,,,,S,,,,
2007,1907,Surahammar,V,,,,,S,,,,
2008,1907,Surahammar,V,,,,,S,,,,
2009,1907,Surahammar,V,,,,,S,,,,
2006,1960,Kungsör,BL,,C,,,S,,,,
2007,1960,Kungsör,BL,,C,,,S,,,,
2008,1960,Kungsör,BL,,C,,,S,,,,
2009,1960,Kungsör,BL,,C,,,S,,,,
2006,1961,Hallstahammar,V,,,,,S,V,,,
2007,1961,Hallstahammar,V,,,,,S,V,,,
2008,1961,Hallstahammar,V,,,,,S,V,,,
2009,1961,Hallstahammar,V,,,,,S,V,,,
2006,1962,Norberg,V,,,,,S,V,,,
2007,1962,Norberg,V,,,,,S,V,,,
2008,1962,Norberg,V,,,,,S,V,,,
2009,1962,Norberg,V,,,,,S,V,,,
2006,1980,Västerås,A,M,C,L,KD,,,MP,,
2007,1980,Västerås,A,M,C,L,KD,,,MP,,
2008,1980,Västerås,A,M,C,L,KD,,,MP,,
2009,1980,Västerås,A,M,C,L,KD,,,MP,,
2006,1981,Sala,A,M,C,L,KD,,,,,
2007,1981,Sala,A,M,C,L,KD,,,,,
2008,1981,Sala,A,M,C,L,KD,,,,,
2009,1981,Sala,A,M,C,L,KD,,,,,
2006,1982,Fagersta,V,,,,,,V,,,
2007,1982,Fagersta,V,,,,,,V,,,
2008,1982,Fagersta,V,,,,,,V,,,
2009,1982,Fagersta,V,,,,,,V,,,
2006,1983,Köping,V,,,,,S,V,MP,,
2007,1983,Köping,V,,,,,S,V,MP,,
2008,1983,Köping,V,,,,,S,V,MP,,
2009,1983,Köping,V,,,,,S,V,MP,,
2006,1984,Arboga,V,,,,,S,V,,,
2007,1984,Arboga,V,,,,,S,V,,,
2008,1984,Arboga,V,,,,,S,V,,,
2009,1984,Arboga,V,,,,,S,V,,,
2006,2021,Vansbro,A,M,C,L,KD,,,,,
2007,2021,Vansbro,A,M,C,L,KD,,,,,
2008,2021,Vansbro,A,M,C,L,KD,,,,,
2009,2021,Vansbro,A,M,C,L,KD,,,,,
2006,2023,Malung- Sälen,B,M,C,L,KD,,,,,ÖP
2007,2023,Malung- Sälen,B,M,C,L,KD,,,,,ÖP
2008,2023,Malung- Sälen,B,M,C,L,KD,,,,,ÖP
2009,2023,Malung- Sälen,B,M,C,L,KD,,,,,ÖP
2006,2026,Gagnef,A,M,C,L,KD,,,,,
2007,2026,Gagnef,A,M,C,L,KD,,,,,
2008,2026,Gagnef,A,M,C,L,KD,,,,,
2009,2026,Gagnef,A,M,C,L,KD,,,,,
2006,2029,Leksand,B,M,C,L,KD,,,,,
2007,2029,Leksand,B,M,C,L,KD,,,,,
2008,2029,Leksand,B,M,C,L,KD,,,,,
2009,2029,Leksand,B,M,C,L,KD,,,,,
2006,2031,Rättvik,A,M,C,L,KD,,,MP,,ÖP
2007,2031,Rättvik,A,M,C,L,KD,,,MP,,ÖP
2008,2031,Rättvik,A,M,C,L,KD,,,MP,,ÖP
2009,2031,Rättvik,A,M,C,L,KD,,,MP,,ÖP
2006,2034,Orsa,V,,,,,S,V,MP,,
2007,2034,Orsa,V,,,,,S,V,MP,,
2008,2034,Orsa,V,,,,,S,V,MP,,
2009,2034,Orsa,V,,,,,S,V,MP,,
2006,2039,Älvdalen,BL,,,L,,S,,MP,,
2007,2039,Älvdalen,BL,,,L,,S,,MP,,
2008,2039,Älvdalen,BL,,,L,,S,,MP,,
2009,2039,Älvdalen,BL,,,L,,S,,MP,,
2006,2061,Smedjebacken,V,,,,,S,V,,,
2007,2061,Smedjebacken,V,,,,,S,V,,,
2008,2061,Smedjebacken,V,,,,,S,V,,,
2009,2061,Smedjebacken,V,,,,,S,V,,,
2006,2062,Mora,BL,,C,,,S,,,,
2007,2062,Mora,BL,,C,,,S,,,,
2008,2062,Mora,BL,,C,,,S,,,,
2009,2062,Mora,BL,,C,,,S,,,,
2006,2080,Falun,A,M,C,L,KD,,,,,ÖP
2007,2080,Falun,A,M,C,L,KD,,,,,ÖP
2008,2080,Falun,A,M,C,L,KD,,,,,ÖP
2009,2080,Falun,A,M,C,L,KD,,,,,ÖP
2006,2081,Borlänge,V,,,,,S,V,MP,,
2007,2081,Borlänge,V,,,,,S,V,MP,,
2008,2081,Borlänge,V,,,,,S,V,MP,,
2009,2081,Borlänge,V,,,,,S,V,MP,,
2006,2082,Säter,BL,,,L,,S,V,MP,,
2007,2082,Säter,BL,,,L,,S,V,MP,,
2008,2082,Säter,BL,,,L,,S,V,MP,,
2009,2082,Säter,BL,,,L,,S,V,MP,,
2006,2083,Hedemora,V,,,,,S,V,MP,,
2007,2083,Hedemora,V,,,,,S,V,MP,,
2008,2083,Hedemora,V,,,,,S,V,MP,,
2009,2083,Hedemora,V,,,,,S,V,MP,,
2006,2084,Avesta,V,,,,,S,V,MP,,
2007,2084,Avesta,V,,,,,S,V,MP,,
2008,2084,Avesta,V,,,,,S,V,MP,,
2009,2084,Avesta,V,,,,,S,V,MP,,
2006,2085,Ludvika,V,,,,,S,V,,,
2007,2085,Ludvika,V,,,,,S,V,,,
2008,2085,Ludvika,V,,,,,S,V,,,
2009,2085,Ludvika,V,,,,,S,V,,,
2006,2101,Ockelbo,BL,M,C,,KD,S,V,MP,,
2007,2101,Ockelbo,BL,M,C,,KD,S,V,MP,,
2008,2101,Ockelbo,BL,M,C,,KD,S,V,MP,,
2009,2101,Ockelbo,BL,M,C,,KD,S,V,MP,,
2006,2104,Hofors,V,,,,,S,V,MP,,
2007,2104,Hofors,V,,,,,S,V,MP,,
2008,2104,Hofors,V,,,,,S,V,MP,,
2009,2104,Hofors,V,,,,,S,V,MP,,
2006,2121,Ovanåker,A,M,C,L,KD,,,,,
2007,2121,Ovanåker,A,M,C,L,KD,,,,,
2008,2121,Ovanåker,A,M,C,L,KD,,,,,
2009,2121,Ovanåker,A,M,C,L,KD,,,,,
2006,2132,Nordanstig,A,M,C,,KD,,,,,
2007,2132,Nordanstig,A,M,C,,KD,,,,,
2008,2132,Nordanstig,A,M,C,,KD,,,,,
2009,2132,Nordanstig,A,M,C,,KD,,,,,
2006,2161,Ljusdal,BL,,C,L,,S,,,,
2007,2161,Ljusdal,BL,,C,L,,S,,,,
2008,2161,Ljusdal,BL,,C,L,,S,,,,
2009,2161,Ljusdal,BL,,C,L,,S,,,,
2006,2180,Gävle,V,,,,,S,V,MP,,
2007,2180,Gävle,V,,,,,S,V,MP,,
2008,2180,Gävle,V,,,,,S,V,MP,,
2009,2180,Gävle,V,,,,,S,V,MP,,
2006,2181,Sandviken,BL,,C,,,S,,,,
2007,2181,Sandviken,BL,,C,,,S,,,,
2008,2181,Sandviken,BL,,C,,,S,,,,
2009,2181,Sandviken,BL,,C,,,S,,,,
2006,2182,Söderhamn,BL,,C,,,S,,,,
2007,2182,Söderhamn,BL,,C,,,S,,,,
2008,2182,Söderhamn,BL,,C,,,S,,,,
2009,2182,Söderhamn,BL,,C,,,S,,,,
2006,2183,Bollnäs,B,M,C,L,KD,,,,,ÖP
2007,2183,Bollnäs,B,M,C,L,KD,,,,,ÖP
2008,2183,Bollnäs,B,M,C,L,KD,,,,,ÖP
2009,2183,Bollnäs,B,M,C,L,KD,,,,,ÖP
2006,2184,Hudiksvall,V,,,,,S,V,,,
2007,2184,Hudiksvall,V,,,,,S,V,,,
2008,2184,Hudiksvall,V,,,,,S,V,,,
2009,2184,Hudiksvall,V,,,,,S,V,,,
2006,2260,Ånge,V,,,,,S,,,,
2007,2260,Ånge,V,,,,,S,,,,
2008,2260,Ånge,V,,,,,S,,,,
2009,2260,Ånge,V,,,,,S,,,,
2006,2262,Timrå,V,,,,,S,,,,
2007,2262,Timrå,V,,,,,S,,,,
2008,2262,Timrå,V,,,,,S,,,,
2009,2262,Timrå,V,,,,,S,,,,
2006,2280,Härnösand,A,M,C,L,KD,,,,,ÖP
2007,2280,Härnösand,A,M,C,L,KD,,,,,ÖP
2008,2280,Härnösand,A,M,C,L,KD,,,,,ÖP
2009,2280,Härnösand,A,M,C,L,KD,,,,,ÖP
2006,2281,Sundsvall,V,,,,,S,V,MP,,
2007,2281,Sundsvall,V,,,,,S,V,MP,,
2008,2281,Sundsvall,V,,,,,S,V,MP,,
2009,2281,Sundsvall,V,,,,,S,V,MP,,
2006,2282,Kramfors,V,,,,,S,V,MP,,
2007,2282,Kramfors,V,,,,,S,V,MP,,
2008,2282,Kramfors,V,,,,,S,V,MP,,
2009,2282,Kramfors,V,,,,,S,V,MP,,
2006,2283,Sollefteå,V,,,,,S,V,,,
2007,2283,Sollefteå,V,,,,,S,V,,,
2008,2283,Sollefteå,V,,,,,S,V,,,
2009,2283,Sollefteå,V,,,,,S,V,,,
2006,2284,Örnsköldsvik,V,,,,,S,,,,
2007,2284,Örnsköldsvik,V,,,,,S,,,,
2008,2284,Örnsköldsvik,V,,,,,S,,,,
2009,2284,Örnsköldsvik,V,,,,,S,,,,
2006,2303,Ragunda,BL,,C,,,S,,,,
2007,2303,Ragunda,BL,,C,,,S,,,,
2008,2303,Ragunda,BL,,C,,,S,,,,
2009,2303,Ragunda,BL,,C,,,S,,,,
2006,2305,Bräcke,V,,,,,S,V,,,
2007,2305,Bräcke,V,,,,,S,V,,,
2008,2305,Bräcke,V,,,,,S,V,,,
2009,2305,Bräcke,V,,,,,S,V,,,
2006,2309,Krokom,A,M,C,L,KD,,,MP,,
2007,2309,Krokom,A,M,C,L,KD,,,MP,,
2008,2309,Krokom,A,M,C,L,KD,,,MP,,
2009,2309,Krokom,A,M,C,L,KD,,,MP,,
2006,2313,Strömsund,A,M,C,L,,,,,,ÖP
2007,2313,Strömsund,A,M,C,L,,,,,,ÖP
2008,2313,Strömsund,A,M,C,L,,,,,,ÖP
2009,2313,Strömsund,A,M,C,L,,,,,,ÖP
2006,2321,Åre,A,M,C,L,KD,,,,,
2007,2321,Åre,A,M,C,L,KD,,,,,
2008,2321,Åre,A,M,C,L,KD,,,,,
2009,2321,Åre,A,M,C,L,KD,,,,,
2006,2326,Berg,BL,M,C,,KD,,V,,,ÖP
2007,2326,Berg,BL,M,C,,KD,,V,,,ÖP
2008,2326,Berg,BL,M,C,,KD,,V,,,ÖP
2009,2326,Berg,BL,M,C,,KD,,V,,,ÖP
2006,2361,Härjedalen,BL,,C,L,,S,,,,
2007,2361,Härjedalen,BL,,C,L,,S,,,,
2008,2361,Härjedalen,BL,,C,L,,S,,,,
2009,2361,Härjedalen,BL,,C,L,,S,,,,
2006,2380,Östersund,V,,,,,S,V,MP,,
2007,2380,Östersund,V,,,,,S,V,MP,,
2008,2380,Östersund,V,,,,,S,V,MP,,
2009,2380,Östersund,V,,,,,S,V,MP,,
2006,2401,Nordmaling,A,M,C,L,KD,,,,,
2007,2401,Nordmaling,A,M,C,L,KD,,,,,
2008,2401,Nordmaling,A,M,C,L,KD,,,,,
2009,2401,Nordmaling,A,M,C,L,KD,,,,,
2006,2403,Bjurholm,A,M,C,L,KD,,,,,
2007,2403,Bjurholm,A,M,C,L,KD,,,,,
2008,2403,Bjurholm,A,M,C,L,KD,,,,,
2009,2403,Bjurholm,A,M,C,L,KD,,,,,
2006,2404,Vindeln,BL,,C,,,S,,,,
2007,2404,Vindeln,BL,,C,,,S,,,,
2008,2404,Vindeln,BL,,C,,,S,,,,
2009,2404,Vindeln,BL,,C,,,S,,,,
2006,2409,Robertsfors,A,M,C,,KD,,,,,
2007,2409,Robertsfors,A,M,C,,KD,,,,,
2008,2409,Robertsfors,A,M,C,,KD,,,,,
2009,2409,Robertsfors,A,M,C,,KD,,,,,
2006,2417,Norsjö,V,,,,,S,V,,,
2007,2417,Norsjö,V,,,,,S,V,,,
2008,2417,Norsjö,V,,,,,S,V,,,
2009,2417,Norsjö,V,,,,,S,V,,,
2006,2418,Malå,A,,C,L,KD,,,,,ÖP
2007,2418,Malå,A,,C,L,KD,,,,,ÖP
2008,2418,Malå,A,,C,L,KD,,,,,ÖP
2009,2418,Malå,A,,C,L,KD,,,,,ÖP
2006,2421,Storuman,BL,M,C,L,KD,,V,,,
2007,2421,Storuman,BL,M,C,L,KD,,V,,,
2008,2421,Storuman,BL,M,C,L,KD,,V,,,
2009,2421,Storuman,BL,M,C,L,KD,,V,,,
2006,2422,Sorsele,A,M,C,L,KD,,,,,
2007,2422,Sorsele,A,M,C,L,KD,,,,,
2008,2422,Sorsele,A,M,C,L,KD,,,,,
2009,2422,Sorsele,A,M,C,L,KD,,,,,
2006,2425,Dorotea,A,,C,L,,,,,,ÖP
2007,2425,Dorotea,A,,C,L,,,,,,ÖP
2008,2425,Dorotea,A,,C,L,,,,,,ÖP
2009,2425,Dorotea,A,,C,L,,,,,,ÖP
2006,2460,Vännäs,V,,,,,S,V,MP,,
2007,2460,Vännäs,V,,,,,S,V,MP,,
2008,2460,Vännäs,V,,,,,S,V,MP,,
2009,2460,Vännäs,V,,,,,S,V,MP,,
2006,2462,Vilhelmina,A,M,C,L,KD,,,,,
2007,2462,Vilhelmina,A,M,C,L,KD,,,,,
2008,2462,Vilhelmina,A,M,C,L,KD,,,,,
2009,2462,Vilhelmina,A,M,C,L,KD,,,,,
2006,2463,Åsele,V,,,,,S,V,,,
2007,2463,Åsele,V,,,,,S,V,,,
2008,2463,Åsele,V,,,,,S,V,,,
2009,2463,Åsele,V,,,,,S,V,,,
2006,2480,Umeå,V,,,,,S,,,,
2007,2480,Umeå,V,,,,,S,,,,
2008,2480,Umeå,V,,,,,S,,,,
2009,2480,Umeå,V,,,,,S,,,,
2006,2481,Lycksele,V,,,,,S,,,,
2007,2481,Lycksele,V,,,,,S,,,,
2008,2481,Lycksele,V,,,,,S,,,,
2009,2481,Lycksele,V,,,,,S,,,,
2006,2482,Skellefteå,V,,,,,S,,,,
2007,2482,Skellefteå,V,,,,,S,,,,
2008,2482,Skellefteå,V,,,,,S,,,,
2009,2482,Skellefteå,V,,,,,S,,,,
2006,2505,Arvidsjaur,BL,M,C,L,,S,V,,,
2007,2505,Arvidsjaur,BL,M,C,L,,S,V,,,
2008,2505,Arvidsjaur,BL,M,C,L,,S,V,,,
2009,2505,Arvidsjaur,BL,M,C,L,,S,V,,,
2006,2506,Arjeplog,BL,,,L,,S,,,,
2007,2506,Arjeplog,BL,,,L,,S,,,,
2008,2506,Arjeplog,BL,,,L,,S,,,,
2009,2506,Arjeplog,BL,,,L,,S,,,,
2006,2510,Jokkmokk,BL,M,C,L,,,V,MP,,ÖP
2007,2510,Jokkmokk,BL,M,C,L,,,V,MP,,ÖP
2008,2510,Jokkmokk,BL,M,C,L,,,V,MP,,ÖP
2009,2510,Jokkmokk,BL,M,C,L,,,V,MP,,ÖP
2006,2513,Överkalix,BL,M,C,L,,S,V,MP,,
2007,2513,Överkalix,BL,M,C,L,,S,V,MP,,
2008,2513,Överkalix,BL,M,C,L,,S,V,MP,,
2009,2513,Överkalix,BL,M,C,L,,S,V,MP,,
2006,2514,Kalix,BL,,C,,,S,,,,
2007,2514,Kalix,BL,,C,,,S,,,,
2008,2514,Kalix,BL,,C,,,S,,,,
2009,2514,Kalix,BL,,C,,,S,,,,
2006,2518,Övertorneå,V,,,,,S,V,,,ÖP
2007,2518,Övertorneå,V,,,,,S,V,,,ÖP
2008,2518,Övertorneå,V,,,,,S,V,,,ÖP
2009,2518,Övertorneå,V,,,,,S,V,,,ÖP
2006,2521,Pajala,V,,,,,S,V,,,
2007,2521,Pajala,V,,,,,S,V,,,
2008,2521,Pajala,V,,,,,S,V,,,
2009,2521,Pajala,V,,,,,S,V,,,
2006,2523,Gällivare,V,,,,,S,V,,,ÖP
2007,2523,Gällivare,V,,,,,S,V,,,ÖP
2008,2523,Gällivare,V,,,,,S,V,,,ÖP
2009,2523,Gällivare,V,,,,,S,V,,,ÖP
2006,2560,Älvsbyn,V,,,,,S,,,,
2007,2560,Älvsbyn,V,,,,,S,,,,
2008,2560,Älvsbyn,V,,,,,S,,,,
2009,2560,Älvsbyn,V,,,,,S,,,,
2006,2580,Luleå,V,,,,,S,,,,
2007,2580,Luleå,V,,,,,S,,,,
2008,2580,Luleå,V,,,,,S,,,,
2009,2580,Luleå,V,,,,,S,,,,
2006,2581,Piteå,V,,,,,S,,,,
2007,2581,Piteå,V,,,,,S,,,,
2008,2581,Piteå,V,,,,,S,,,,
2009,2581,Piteå,V,,,,,S,,,,
2006,2582,Boden,BL,M,C,L,,,V,MP,,ÖP
2007,2582,Boden,BL,M,C,L,,,V,MP,,ÖP
2008,2582,Boden,BL,M,C,L,,,V,MP,,ÖP
2009,2582,Boden,BL,M,C,L,,,V,MP,,ÖP
2006,2583,Haparanda,V,,,,,S,,,,
2007,2583,Haparanda,V,,,,,S,,,,
2008,2583,Haparanda,V,,,,,S,,,,
2009,2583,Haparanda,V,,,,,S,,,,
2006,2584,Kiruna,BL,M,,,KD,S,,MP,,ÖP
2007,2584,Kiruna,BL,M,,,KD,S,,MP,,ÖP
2008,2584,Kiruna,BL,M,,,KD,S,,MP,,ÖP
2009,2584,Kiruna,BL,M,,,KD,S,,MP,,ÖP
2010,114,Upplands väsby,A,M,C,L,KD,,,,,
2011,114,Upplands väsby,A,M,C,L,KD,,,,,
2012,114,Upplands väsby,A,M,C,L,KD,,,,,
2013,114,Upplands väsby,A,M,C,L,KD,,,,,
2010,115,Vallentuna,A,M,C,L,KD,,,,,
2011,115,Vallentuna,A,M,C,L,KD,,,,,
2012,115,Vallentuna,A,M,C,L,KD,,,,,
2013,115,Vallentuna,A,M,C,L,KD,,,,,
2010,117,Österåker,A,M,C,L,KD,,,,,ÖP
2011,117,Österåker,A,M,C,L,KD,,,,,ÖP
2012,117,Österåker,A,M,C,L,KD,,,,,ÖP
2013,117,Österåker,A,M,C,L,KD,,,,,ÖP
2010,120,Värmdö,A,M,,L,KD,,,MP,,
2011,120,Värmdö,A,M,,L,KD,,,MP,,
2012,120,Värmdö,A,M,,L,KD,,,MP,,
2013,120,Värmdö,A,M,,L,KD,,,MP,,
2010,123,Järfälla,A,M,C,L,KD,,,,,
2011,123,Järfälla,A,M,C,L,KD,,,,,
2012,123,Järfälla,A,M,C,L,KD,,,,,
2013,123,Järfälla,A,M,C,L,KD,,,,,
2010,125,Ekerö,A,M,C,L,KD,,,,,
2011,125,Ekerö,A,M,C,L,KD,,,,,
2012,125,Ekerö,A,M,C,L,KD,,,,,
2013,125,Ekerö,A,M,C,L,KD,,,,,
2010,126,Huddinge,A,M,C,L,KD,,,,,ÖP
2011,126,Huddinge,A,M,C,L,KD,,,,,ÖP
2012,126,Huddinge,A,M,C,L,KD,,,,,ÖP
2013,126,Huddinge,A,M,C,L,KD,,,,,ÖP
2010,127,Botkyrka,V,,,,,S,V,MP,,
2011,127,Botkyrka,V,,,,,S,V,MP,,
2012,127,Botkyrka,V,,,,,S,V,MP,,
2013,127,Botkyrka,V,,,,,S,V,MP,,
2010,128,Salem,A,M,C,L,KD,,,,,
2011,128,Salem,A,M,C,L,KD,,,,,
2012,128,Salem,A,M,C,L,KD,,,,,
2013,128,Salem,A,M,C,L,KD,,,,,
2010,136,Haninge,A,M,C,L,KD,,,MP,,
2011,136,Haninge,A,M,C,L,KD,,,MP,,
2012,136,Haninge,A,M,C,L,KD,,,MP,,
2013,136,Haninge,A,M,C,L,KD,,,MP,,
2010,138,Tyresö,A,M,C,L,KD,,,,,
2011,138,Tyresö,A,M,C,L,KD,,,,,
2012,138,Tyresö,A,M,C,L,KD,,,,,
2013,138,Tyresö,A,M,C,L,KD,,,,,
2010,139,Upplands-Bro,A,M,C,L,KD,,,,,
2011,139,Upplands-Bro,A,M,C,L,KD,,,,,
2012,139,Upplands-Bro,A,M,C,L,KD,,,,,
2013,139,Upplands-Bro,A,M,C,L,KD,,,,,
2010,140,Nykvarn,A,M,C,L,,,,,,ÖP
2011,140,Nykvarn,A,M,C,L,,,,,,ÖP
2012,140,Nykvarn,A,M,C,L,,,,,,ÖP
2013,140,Nykvarn,A,M,C,L,,,,,,ÖP
2010,160,Täby,A,M,C,L,KD,,,,,
2011,160,Täby,A,M,C,L,KD,,,,,
2012,160,Täby,A,M,C,L,KD,,,,,
2013,160,Täby,A,M,C,L,KD,,,,,
2010,162,Danderyd,A,M,C,L,KD,,,,,
2011,162,Danderyd,A,M,C,L,KD,,,,,
2012,162,Danderyd,A,M,C,L,KD,,,,,
2013,162,Danderyd,A,M,C,L,KD,,,,,
2010,163,Sollentuna,A,M,C,L,KD,,,,,
2011,163,Sollentuna,A,M,C,L,KD,,,,,
2012,163,Sollentuna,A,M,C,L,KD,,,,,
2013,163,Sollentuna,A,M,C,L,KD,,,,,
2010,180,Stockholm,A,M,C,L,KD,,,,,
2011,180,Stockholm,A,M,C,L,KD,,,,,
2012,180,Stockholm,A,M,C,L,KD,,,,,
2013,180,Stockholm,A,M,C,L,KD,,,,,
2010,181,Södertälje,V,,,,,S,V,MP,,
2011,181,Södertälje,V,,,,,S,V,MP,,
2012,181,Södertälje,V,,,,,S,V,MP,,
2013,181,Södertälje,V,,,,,S,V,MP,,
2010,182,Nacka,A,M,C,L,KD,,,,,
2011,182,Nacka,A,M,C,L,KD,,,,,
2012,182,Nacka,A,M,C,L,KD,,,,,
2013,182,Nacka,A,M,C,L,KD,,,,,
2010,183,Sundbyberg,BL,,C,,KD,S,,MP,,
2011,183,Sundbyberg,BL,,C,,KD,S,,MP,,
2012,183,Sundbyberg,BL,,C,,KD,S,,MP,,
2013,183,Sundbyberg,BL,,C,,KD,S,,MP,,
2010,184,Solna,A,M,C,L,KD,,,,,
2011,184,Solna,A,M,C,L,KD,,,,,
2012,184,Solna,A,M,C,L,KD,,,,,
2013,184,Solna,A,M,C,L,KD,,,,,
2010,186,Lidingö,A,M,,L,KD,,,,,
2011,186,Lidingö,A,M,,L,KD,,,,,
2012,186,Lidingö,A,M,,L,KD,,,,,
2013,186,Lidingö,A,M,,L,KD,,,,,
2010,187,Vaxholm,A,M,C,L,,,,,,
2011,187,Vaxholm,A,M,C,L,,,,,,
2012,187,Vaxholm,A,M,C,L,,,,,,
2013,187,Vaxholm,A,M,C,L,,,,,,
2010,188,Norrtälje,A,M,C,L,KD,,,,,
2011,188,Norrtälje,A,M,C,L,KD,,,,,
2012,188,Norrtälje,A,M,C,L,KD,,,,,
2013,188,Norrtälje,A,M,C,L,KD,,,,,
